ObjectID,Site Name,EPA ID,Site ID,Region,Address,State,County,City,ZIP,Latitude,Longitude,Site NPL Status,Ready for Anticipated Use Status,Construction Complete,Site Name Alias,Snapshot,Site Background,In Opportunity Zone,Near Railroad,Near Highway,Near Electric Transmission Line,Population Density,Acres,Is the Site in Reuse?,Reuse Plan Name,Reuse Plan URL,Link to Site Snapshot,Most Recent Reuse-Related Document,Link to Document,x,y
932,LITTLE SCIOTO RIVER,OHN000509950,0509950,5,HOLLAND ROAD AT LITTLE SCIOTO RIVER,OH,MARION,MARION COUNTY,43302,40.593061,-83.183461,Currently on the Final NPL,Does Not Meet the Measure,No,LITTLE SCIOTO RIVER,,"The Little Scioto River Superfund site is located west of the city of Marion in Marion County, Ohio. The site is comprised of two separate Operable Units, or OUs. OU 1 consists of an 8.5-mile stretch of Little Scioto River from the State Route 309 bridge ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",170.04027466,No,,,,,,-9259940.5209,4952502.287900001
933,LITTLE VALLEY,NY0001233634,0204016,2,"INTERSECTION OF ROUTES 242, 353, AND BAKER RD",NY,CATTARAUGUS,LITTLE VALLEY,14755,42.236667,-78.766944,Currently on the Final NPL,Meets the Measure,Yes,"LITTLE VALLEY, LITTLE VALLEY, LITTLE VALLEY SITE, LITTLE VALLEY SITE","The Little Valley Superfund site extends from the village of Little Valley to the northern edge of Salamanca in Cattaraugus County, New York. The area is a trichloroethylene-contaminated groundwater plume about 8 miles long. Salamanca is part of the Alle","The Little Valley Superfund site is comprised of a trichloroethylene (TCE)-contaminated groundwater plume that extends approximately eight miles southeastward from the Village of Little Valley to the northern edge of the City of Salamanca, which is part o",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",3626.9755497,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#little,,,-8768296.0974,5196497.204300001
934,LOCKHEED WEST SEATTLE,WAN001002655,1002655,10,3443 W. MARGINAL WAY,WA,KING,SEATTLE,98106,47.583889,-122.3625,Currently on the Final NPL,Meets the Measure,Yes,"LOCKHEED SHIPYARD NO. 2, LOCKHEED WEST SEATTLE",,"The 40-acre Lockheed West Seattle site is located in Elliott Bay near the mouth of the West Waterway in Seattle, Washington. Harbor Island and Pacific Sound Resources are neighboring Superfund sites. The Lockheed West Seattle site included about 7 acres o",No,Yes - 1/2 mile,No,No,"Urban Area (50,000+ people)",86.165590047,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-washington#lockheed,LOCKHEED WEST SEATTLE  2022 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100003124,-13621331.1922,6037905.879199997
935,LOCKWOOD SOLVENT GROUND WATER PLUME,MT0007623052,0801709,8,LOCKWOOD ROAD,MT,YELLOWSTONE,BILLINGS,59101,45.801471,-108.457075,Currently on the Final NPL,Does Not Meet the Measure,No,"LOCKWOOD SOLVENT, LOCKWOOD SOLVENT GROUND WATER PLUME, LOCKWOOD SOLVENTS SITE",,"The 580-acre Lockwood Solvent Ground Water Plume site is located on the outskirts of Billings in Yellowstone County, Montana. In 1986, Lockwood Water and Sewer District personnel discovered benzene and chlorinated solvents in their water supply wells. Sub",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",580.51781097,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-montana#lockwood,,,-12073386.3619,5748591.685900003
936,LODI MUNICIPAL WELL,NJD980769301,0200825,2,VARIOUS LOC IN BORO,NJ,BERGEN,LODI,07644,40.872919,-74.093611,Deleted from the Final NPL,Does Not Meet the Measure,Yes,"LODI MUNICIPAL WELL, LODI MUNICIPAL WELLS",,"The Lodi Municipal Well site is located in Lodi, New Jersey. The site consists of the Home Place Well. From the early 1900s to the early 1980s, the Lodi Water Department supplied drinking water for most local residential and commercial needs from a series",No,Yes - 1 mile,No,No,"Urban Area (50,000+ people)",0,No,,,,,,-8248063.047599999,4993615.277000003
937,LONE PINE LANDFILL,NJD980505424,0200558,2,BURKE ROAD,NJ,MONMOUTH,FREEHOLD TOWNSHIP,07728,40.202781,-74.333339,Currently on the Final NPL,Meets the Measure,Yes,"LONE PINE LANDFILL, LONE PINE LANDFILL",,"The 45 acre Lone Pine Landfill is located in Freehold Township, New Jersey. The landfill operated from 1959 until 1979 and accepted over 17,000 drums containing chemical wastes along with municipal refuse, large volumes of septage and millions of gallons ",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",70.34,No,,,,,,-8274749.4464,4895453.765900001
938,LONE STAR ARMY AMMUNITION PLANT,TX7213821831,0603609,6,HWY 82 W,TX,BOWIE,TEXARKANA,75501,33.4344,-94.2483,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,LONE STAR ARMY AMMUNITION PLANT,,"The approximately 17.4-acres site consists of the Old Demolition Area and is located within the Lone Star Army Ammunition Plant installation in Bowie County, approximately 12 miles west of Texarkana, TX. The site was used for disposal of explosives by det",Completely Within,No,No,No,"Rural (less than 2,500 people)",17.4197438,No,,,,,,-10491672.7641,3953106.2677000016
939,LONG PRAIRIE GROUND WATER CONTAMINATION,MND980904072,0503903,5,LONG PRAIRIE CITY LIMITS,MN,TODD,LONG PRAIRIE,56347,45.978531,-94.856639,Currently on the Final NPL,Does Not Meet the Measure,Yes,"LONG PRAIRIE GROUND WATER CONTAMINATION, LONG PRAIRIE GROUNDWATER CON, LONG PRAIRIE GROUNDWATER CON, LONG PRAIRIE GROUNDWATER CON","The Long Prairie Ground Water Contamination Superfund site is in Long Prairie, Minnesota. It consists of a 7,000-square-foot source area and a half-mile-long groundwater plume. A dry-cleaning business was in the source area from 1978 to 1984. Improper wa","The Long Prairie Ground Water Contamination site is located in Long Prairie, Minnesota. The site consists of a 7,000-square-foot source area underlain by a half-mile-long groundwater plume. About 350 homes supplied by private wells were affected by the gr",Completely Within,No,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",439.986702,Yes,,,,,,-10559392.7518,5776909.4651999995
940,LONGHORN ARMY AMMUNITION PLANT,TX6213820529,0603606,6,15600 Highway 134,TX,HARRISON,KARNACK,75661,32.665,-94.123339,Currently on the Final NPL,Does Not Meet the Measure,No,"LONGHORN ARMY AMMUNITION PLANT, US ARMY LONGHORN ARMY AMMUNITION PLANT",,"The 8,416-acre Longhorn Army Ammunition Plant (LHAAP) installation is located between State Highway 43 and Caddo Lake in Karnack, Harrison County, Texas, approximately 14 miles northeast of Marshall, Texas, and approximately 40 miles northwest of Shrevepo",Completely Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",8369.6845284,Yes,,,,LONGHORN ARMY AMMUNITION PLANT 2017 In-depth Case Study,https://semspub.epa.gov/src/document/HQ/100000819,-10477762.1692,3850922.2690000017
941,LORD-SHOPE LANDFILL,PAD980508931,0301231,3,6262 PIEPER ROAD,PA,ERIE,GIRARD TOWNSHIP,16417,41.977781,-80.3525,Currently on the Final NPL,Meets the Measure,Yes,"LORD SHOPE LANDFILL, LORD-SHOPE LANDFILL, LORD-SHOPE LANDFILL, SHOPE MELVIN PROPERTY",,"The Lord Shope Landfill, located in Erie County, Pennsylvania had approximately four million cubic feet of waste disposed on the privately owned five-acre site between 1959 and 1979. Wastes deposited on the landfill consisted principally of solid debris, ",No,No,No,Yes - 1 mile,"Rural (less than 2,500 people)",58.188752794,No,,,,,,-8944799.384,5157651.726499997
942,LORENTZ BARREL & DRUM CO.,CAD029295706,0901287,9,1515 S 10TH ST,CA,SANTA CLARA,SAN JOSE,95112,37.318611,-121.8644,Currently on the Final NPL,Meets the Measure,Yes,"L B & D, LORENTZ BARREL & DRUM CO, LORENTZ BARREL & DRUM CO.",,"The Lorentz Barrel & Drum Co. site is located at the intersection of Alma Avenue and 10th Street in San Jose, California. A waste drum reconditioning and recycling facility operated on site from 1947 to 1987. Facility operations contaminated soil and grou",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",76.276859799,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#lorentz,,,-13565882.9538,4483610.590400003
943,LORING AIR FORCE BASE,ME9570024522,0101074,1,42 CSG/CC,ME,AROOSTOOK,LIMESTONE,04751,46.944444,-67.883888,Currently on the Final NPL,Meets the Measure,Yes,"FIRE TRAINING AREA, FLIGHTLINE AREA, LORING AIR FORCE BASE, LORING AIR FORCE BASE, US AIR FORCE LORING AFB","The Loring Air Force Base Superfund site is in Limestone, Maine. The roughly 9,000-acre Base was a major Strategic Air Command (SAC) base for the U.S. Air Force for over 40 years, before its closing in 1994. The Base housed a bomber wing and had SAC’s la","The former Loring Air Force Base is located in the town of Limestone in northern Aroostook County, Maine.
In April 1947, the U.S. Army initiated a directive authorizing land acquisition and construction of Limestone Army Air Field. Before the base was dev",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",6.4925801908,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-maine#loring,LORING AIR FORCE BASE 2018 Economic Case Study,https://semspub.epa.gov/src/document/HQ/100002367,-7556799.8452,5933010.629100002
944,LOT 46 VALLEY GARDENS TCE,IAN000705485,0705485,7,"2500 BLOCK, GARDEN ROAD",IA,POLK,DES MOINES,50321,41.5665,-93.6521,Currently on the Final NPL,,No,"LOT 46 VALLEY GARDENS TCE SITE, LOT 46 VALLEY GORDONS TCE",,"The Lot 46 Valley Gardens Trichloroethylene (TCE) Superfund Site is a TCE-contaminated groundwater plume in Des Moines, Iowa. On March 5, 2024, the Lot 46 Valley Gardens TCE site was added to the Superfund National Priorities List following its proposal a",,,,,,,No,,,,,,-10425304.0837,5096262.820200004
945,LOUISIANA ARMY AMMUNITION PLANT,LA0213820533,0600770,6,HWY 80 E/PO BOX 30059,LA,WEBSTER,DOYLINE,71130,32.5422,-93.421,Currently on the Final NPL,Does Not Meet the Measure (Retracted),Yes,"CAMP MINDEN, LAAP, LOUISIANA ARMY AMMUNITION PLANT",,"Five-Year Reviews are required to ensure long-term remediation controls are effective. The intent of these reviews are to evaluate how the remedy is working and is it still protective of human health and the environment.
In August 2021 the EPA made a site",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Rural (less than 2,500 people)",15012.583328,No,,,,,,-10399578.1494,3834695.135399997
946,LOUISIANA-PACIFIC CORP.,CAD065021594,0901513,9,HWY 70 GEORGIA PACIFIC WAY,CA,BUTTE,OROVILLE,95965,39.4743,-121.5703,Deleted from the Final NPL,Meets the Measure,Yes,"GEORGIA PACIFIC, LOUISIANA-PACIFIC CORP, LOUISIANA-PACIFIC CORP.",,"The Louisiana-Pacific Corp. site consists of two pieces of property located a half-mile apart: a 100-acre wood processing plant and a 115-acre landfill. Georgia-Pacific Corporation built the plant in 1969 and operated it until 1973, when the Louisiana-Pac",Partially Within,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Cluster (2,500-50,000 people)",688.28575105,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-california#lapacific,,,-13533143.8916,4789840.498099998
947,LOVE CANAL,NYD000606947,0201290,2,E OF 97TH ST/W OF 99TH ST,NY,NIAGARA,NIAGARA FALLS,14304,43.079719,-78.94945,Deleted from the Final NPL,Meets the Measure,Yes,"HOOKER CHEMICALS LOVE CANAL, LOVE CANAL, LOVE CANAL","The Love Canal Superfund site is less than a mile from the Niagara River in Niagara Falls, New York. The 70-acre area includes a 16-acre former industrial landfill. In the 1890s, William Love dug the canal for a hydroelectric project. Hooker Chemicals an","The Love Canal Site is located in Niagara Falls, New York and was one of two places where digging was done for a never-built canal meant to provide inexpensive hydroelectric power around the turn of the 20th century. With the rise of alternating current, ",No,No,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",72.31251119,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-new-york#love,,,-8788612.5724,5324113.774099998
948,LOWER DARBY CREEK AREA,PASFN0305521,0305521,3,DARBY CRK BETWEEN,PA,DELAWARE,DARBY TWP,19023,39.885556,-75.267778,Currently on the Final NPL,Does Not Meet the Measure,No,LOWER DARBY CREEK AREA,The Lower Darby Creek Area Superfund site is located along Darby and Cobbs creeks in Philadelphia County and Delaware County in Pennsylvania. It includes two landfills – Clearview Landfill and Folcroft Landfill. They were active from the 1950s to the 197,"The Lower Darby Creek Area (LDCA) Site is located in Darby Township and Folcroft Borough in Delaware and Philadelphia counties, Pennsylvania. The Site consists of two separate landfills, the Clearview and Folcroft Landfills. The Clearview Landfill is on t",No,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",144.29169452,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-pennsylvania#lowerdarby,LOWER DARBY CREEK AREA 2022 Fact Sheet,https://semspub.epa.gov/work/HQ/100003154.pdf,-8378770.7201,4849325.499600001
949,LOWER DUWAMISH WATERWAY,WA0002329803,1002020,10,RK 2.5 TO RK 10.8,WA,KING,SEATTLE,98168,47.510081,-122.29285,Currently on the Final NPL,Does Not Meet the Measure,No,"LOWER DUWAMISH RIVER KM 1.5, LOWER DUWAMISH RIVER KM 2.5, LOWER DUWAMISH RIVER KM 2.5-10.8, LOWER DUWAMISH RIVER KM 2.5-10.8, LOWER DUWAMISH RIVER RM 1.5, LOWER DUWAMISH RIVER RM 2.5, LOWER DUWAMISH WATERWAY, LOWER DUWAMISH WATERWAY",,"The Lower Duwamish Waterway (LDW) Superfund site is a five mile segment of Seattle’s only river, the Duwamish. The river flows between the neighborhoods Georgetown and South Park and through the industrial core of Seattle into Elliott Bay. The LDW has ser",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,"Urban Area (50,000+ people)",1966.2167922,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-washington#duwamish,LOWER DUWAMISH WATERWAY 2022 Fact Sheet,https://semspub.epa.gov/src/document/HQ/100003121,-13613577.7897,6025733.362400003
950,LOWER ECORSE CREEK DUMP,MID985574227,0506252,5,Postal Address is unavailable for the Site,MI,WAYNE,WYANDOTTE,48192,42.234166,-83.157777,Deleted from the Final NPL,Meets the Measure,Yes,"LOWER ECORSE CREEK DUMP, LOWER ECORSE CREEK DUMP, LOWER ECORSE CREEK DUMP, NORTH DRIVE OU, NORTH DRIVE SITE, NORTHDRIVE DUMP","The Lower Ecorse Creek Dump Superfund site includes six residential blocks on the bank of the Ecorse River in Wyandotte, Michigan, 6 miles southwest of Detroit. From the 1920s to the 1980s, wetlands along the Ecorse River were reportedly filled in with c","The Lower Ecorse Creek site is located on the south bank of the Ecorse River in Wyandotte, Michigan. The site is a former wetland that was filled in with waste material for development purposes. A city park is located on part of the site. Soils were conta",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",89.3430711,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-michigan#ecorse,,,-9257081.3911,5196121.1723000035
951,LOWER HACKENSACK RIVER,NJN000201845,0201845,2,1 Meadowlands Parkway  (near Route 3 West Bridge Crossing,NJ,BERGEN,BERGEN AND HUDSON COUNTIES,07094,40.800794,-74.067175,Currently on the Final NPL,,No,"LOWER HACKENSACK RIVER, LOWER HACKENSACK RIVER",,"The Lower Hackensack River has contaminated sediment in the river located within Bergen and Hudson counties in New Jersey. The contaminated sediment extends from Oradell Dam to near the mouth of the river at Newark Bay.      
The Lower Hackensack River, a",Partially Within,Yes - 1/2 mile,Yes - 1/2 mile,Yes - 1/2 mile,,,No,,,,,,-8245120.205499999,4983003.078500003
952,LOWER NEPONSET RIVER,MAN000102204,0102204,1,From the confluence of Mother Brook,MA,SUFFOLK,BOSTON/MILTON,02136,42.25229,-71.1232,Currently on the Final NPL,,No,,"The Lower Neponset River Superfund site is a 3.7-mile section of the Neponset River between Hyde Park and Dorchester/Milton, Massachusetts. The site boundary begins at the confluence of the Neponset River and Mother Brook and extends to the Baker Dam. Ba","The Lower Neponset River site consists of a 3.7-mile section of the Neponset River between its confluence with Mother Brook (in Hyde Park, Massachusetts (MA)) and the Walter Baker Dam (in Dorchester/Milton, MA). Based on preliminary studies, this portion ",No,Yes - 1/2 mile,No,Yes - 1/2 mile,"Urban Area (50,000+ people)",,Yes,Reuse Assessment,https://semspub.epa.gov/src/document/01/675764,,,,-7917398.4076,5198846.501199998
953,LOWRY LANDFILL,COD980499248,0800186,8,4200 S GUN CLUB RD,CO,ARAPAHOE,UNINCORPORATED ARAPAHOE COUNTY,80018,39.646081,-104.709141,Currently on the Final NPL,Meets the Measure,Yes,"CITY AND COUNTY OF DENVER LDFL, CITY AND COUNTY OF DENVER LDFL, CONOCO CITY & COUNTY OF DENVER LANDFARM, DENVER ARAPAHOE CHEM WASTE PROC FACILITY, DENVER ARAPAHOE DSPL, LOWRY BOMBING RANGE, LOWRY DSPL AREA, LOWRY LANDFILL, LOWRY LANDFILL, LOWRY LDFL, LOWRY LDFL",,"​​The Lowry Landfill Superfund site is approximately 500 acres in western unincorporated Arapahoe County, Colorado, 15 miles southeast of the City and County of Denver and one-half mile east of the City of Aurora. The site is near the intersection of East",No,No,No,Yes - 1/2 mile,"Rural (less than 2,500 people)",511.10428503,Yes,,,https://www.epa.gov/superfund-redevelopment/superfund-sites-reuse-colorado#lowry,Lowry Landfill Return to Use Fact Sheet,https://semspub.epa.gov/src/document/08/1570725,-11656168.2575,4814644.237599999
954,LUDLOW SAND & GRAVEL,NYD013468939,0201507,2,HOLMAN CITY RD,NY,ONEIDA,CLAYVILLE,13322,42.959169,-75.226389,Deleted from the Final NPL,Meets the Measure,Yes,LUDLOW SAND & GRAVEL,,"The Ludlow Sand and Gravel site is located in Paris, New York. The 18-acre area is a landfill and gravel pit on a larger 130-acre property. Disposal at the site began in the early 1960s and included domestic wastes, septic tank effluent, industrial wastes",No,Yes - 1 mile,No,No,"Rural (less than 2,500 people)",44.21,No,,,,,,-8374163.3177,5305759.016000003
955,LUKACHUKAI MOUNTAINS MINING DISTRICT,NNN000920223,0920223,9,End of Indian Route 33,AZ,APACHE,COVE,86544,36.558867,-109.217117,Currently on the Final NPL,,No,,,"The Lukachukai Mountains Mining District Superfung site is located primarily in the Cove, Round Rock, and Lukachukai Chapters of the Navajo Nation in northeastern Arizona. The site includes a hundred mine waste piles from former mines. Past uranium and va",No,No,No,No,,,No,,,,,,-12157993.8503,4377795.616599999
